2010 4 -0.82
2010 5 -0.74
2010 6 -0.3
2010 7 0.09
2010 8 -0.67
2010 9 -0.78
2010 10 -0.6
2010 11 -1.63
2010 12 -3.62
2011 1 -1.37
2011 2 1.16
2011 3 1.02
2011 4 2.31
2011 5 0.14
2011 6 -1.16
2011 7 -0.44
2011 8 -0.97
2011 9 0.8
2011 10 0.52
2011 11 1.08
2011 12 2.61
2012 1 0.8
2012 2 1.02
2012 3 1.33
2012 4 -0.33
2012 5 -0.37
2012 6 -1.16
2012 7 -0.11
2012 8 -0.44
2012 9 0.58
2012 10 -1.65
2012 11 0.07
2012 12 -1.55
2013 1 0.03
2013 2 -0.96
2013 3 -4.12
2013 4 0.24
2013 5 0.46
2013 6 0.59
2013 7 0.11
2013 8 0.79
2013 9 -0.28
2013 10 -0.53
2013 11 1.12
2013 12 1.85
2014 1 -0.1
2014 2 1.06
2014 3 1.38
2014 4 0.26
2014 5 -0.15
2014 6 -0.58
2014 7 -0.24
2014 8 -0.53
2014 9 0.18
2014 10 -0.7
2014 11 -0.27
2014 12 1.43
2015 1 2.01
2015 2 1.31
2015 3 2.36
2015 4 0.82
2015 5 1.22
2015 6 0.17
2015 7 -1.24
2015 8 -0.43
2015 9 -0.51
2015 10 0
2015 11 1.58
2015 12 1.72
2016 1 -0.38
2016 2 1.34
2016 3 1.01
2016 4 -0.68
2016 5 0.13
2016 6 -0.24
2016 7 -0.37
2016 8 0.05
2016 9 0.65
2016 10 -1.04
2016 11 -0.09
2016 12 1.42
2017 1 0.17
2017 2 0.48
2017 3 1.04
2017 4 -0.02
2017 5 -1.09
2017 6 0.23
2017 7 0.6
2017 8 0.17
2017 9 -0.18
2017 10 0.63
2017 11 -0.38
2017 12 0.41
2018 1 0.67
2018 2 0.58
2018 3 -2.29
2018 4 0.44
2018 5 1.71
2018 6 0.4
2018 7 0.6
2018 8 0.88
2018 9 0.45
2018 10 0.43
2018 11 -1.19
2018 12 0.09
